i,j,c(ij),d(ij)
3,28,0.116361989,4.658745612
3,29,0.137302925,3.882049444
3,30,0.404074398,3.780407311
3,31,0.355286521,2.288544127
3,32,0.469430171,1.62518902
3,33,0.549348885,4.146617126
3,34,0.082279817,1.68655938
3,35,0.287790079,0.608385735
3,36,0.814785413,1.083873481
3,37,0.747993545,3.656533116
3,38,0.630935074,0.229119022
3,41,0.049691932,0.405736383
3,42,0.661103783,3.45257302
3,43,0.09295547,2.264402818
3,44,0.208177559,0.37868584
3,45,0.253351111,0.553818469
3,46,0.988815789,2.269075697
3,47,0.350083664,4.120967185
3,48,0.311721497,0.416199163
3,49,0.09889161,4.61448006
4,0,0.418301223,0.010900447
4,1,0.78859996,4.784725238
4,2,0.343188422,1.515092019
4,5,0.421981677,2.108139123
4,6,0.115029184,2.492540404
4,8,0.15857312,2.01196238
4,9,0.109974243,1.4212853
4,10,0.832486894,2.338583124
4,11,0.849242174,2.487599882
4,12,0.469772919,2.833473355
4,13,0.57308239,1.925971173
4,14,0.391270157,0.9139855
4,15,0.688830011,3.010087432
4,16,0.225393566,0.161844896
4,17,0.349044591,0.565475353
4,18,0.725036701,1.68423303
4,19,0.345336924,2.630794043
4,20,0.994619516,0.39778035
4,21,0.465953989,4.749198316
4,22,1.87E-05,3.578803666
4,23,0.485325531,2.407898769
4,25,0.867411828,2.843474985
4,26,0.177985463,1.682601405
4,27,0.441504023,0.117288493
4,28,0.55718958,4.504247964
4,29,0.880666427,2.538500614
4,30,0.014644215,4.505247014
4,31,0.719147318,1.908364473
4,32,0.081565333,1.029212623
4,33,0.707527716,3.31131456
4,34,0.9385716,4.910259314
4,35,0.635319045,0.808596359
4,36,0.023063428,2.808839957
4,37,0.276382175,0.229432427
4,39,0.472231696,2.911374497
4,40,0.8976255,2.227245464
4,41,0.433424317,1.828185171
4,42,0.247665276,4.548948329
4,43,0.746702643,2.394292164
4,44,0.733994033,2.107758986
4,45,0.983222939,3.934576615
4,46,0.618916211,4.636134836
4,47,0.767980231,0.821768846
4,48,0.880625122,0.719577535
4,49,0.194083073,4.891626844
5,0,0.037474934,3.507429701
5,2,0.820112844,3.839036551
5,4,0.623974038,4.887510546
5,6,0.869738164,4.751015737
5,7,0.843547559,2.960559265
5,8,0.12184133,0.993889507
5,9,0.272446697,3.473206296
5,10,0.850383711,1.950513669
5,11,0.554807339,3.228375555
5,13,0.786413081,2.308335905
5,14,0.906743422,2.334903955
5,15,0.014933726,2.756096305
5,16,0.25071459,3.653555295
5,18,0.07355858,2.084735145
5,19,0.226978068,3.725736134
5,20,0.38841295,0.078542658
5,21,0.915740745,0.424347618
5,22,0.217660585,3.187728937
5,24,0.49110712,1.450218691
5,25,0.42598447,4.457536774
5,26,0.952954442,2.171997905
5,27,0.676743401,3.61350455
5,28,0.412896615,1.31116237
5,29,0.088561879,3.453475824
5,30,0.266740232,3.289955149
5,31,0.123709733,2.507390503
5,32,0.992212129,3.976195177
5,33,0.295504243,1.00743009
5,35,0.1780708,2.436666258
5,36,0.031328061,1.310869056
5,37,0.154859874,3.473423372
5,38,0.595983779,4.900566152
5,39,0.499275328,3.996221128
5,40,0.582595756,2.547328541
5,41,0.720444776,0.059331178
5,42,0.19145709,1.095328392
5,43,0.597668907,0.686247492
5,45,0.587859245,1.152209895
5,46,0.977781979,4.779919768
5,47,0.414850194,3.979224935
5,48,0.217868948,2.686334921
5,49,0.226007687,0.479958332
6,0,0.709252375,1.136467163
6,1,0.805203679,3.084968731
6,2,0.29774312,3.886739772
6,3,0.824643506,3.655502268
6,4,0.931599058,2.983216718
6,5,0.381363852,4.583270896
6,7,0.094843288,2.440571654
6,9,0.92443958,0.387558249
6,10,0.253570081,1.527667781
6,12,0.990884843,1.200291532
6,13,0.395787343,4.421078664
6,14,0.499614507,4.159729186
6,15,0.44987301,3.304941721
6,16,0.073550436,1.420167813
6,17,0.356607742,4.138538093
6,18,0.088278419,0.914116008
6,19,0.486150747,4.397139475
6,20,0.113734166,1.857773313
6,22,0.608272715,1.3818958
6,23,0.538241338,2.084263466
6,24,0.920816806,4.113009695
6,25,0.819196592,3.58855317
6,26,0.615738189,4.375829206
6,27,0.794361626,0.115423261
6,28,0.397969798,4.903933428
6,29,0.811915916,1.976180198
6,31,0.620781554,4.800844361
6,32,0.829981822,3.720540548
6,34,0.873834716,2.512397829
6,35,0.670420431,2.339294291
6,36,0.902047986,4.393922193
6,37,0.01358995,4.400157256
6,38,0.93311706,1.9434201
6,39,0.486979066,4.737627662
6,40,0.50428262,4.968195568
6,41,0.233238512,3.297898361
6,42,0.318921807,0.792912338
6,43,0.556234684,1.830935866
6,44,0.360434969,2.387182957
6,45,0.00765939,0.029287117
6,46,0.341309613,2.935676682
6,47,0.160200155,1.524641061
6,48,0.992542342,4.551856169
6,49,0.091414938,1.510024283
7,1,0.720312008,0.236327311
7,2,0.762994227,4.966878774
7,3,0.999107786,4.141716553
7,4,0.734177894,3.197937106
7,5,0.727865118,2.323916551
7,6,0.618624484,2.306580129
7,8,0.8957171,2.626037788
7,9,0.842913455,1.451512541
7,10,0.505904196,4.527992433
7,11,0.965468334,0.746488071
7,12,0.575519908,2.942513958
7,13,0.410135074,0.182086608
7,14,0.292029416,4.587935471
7,15,0.622895229,1.329368746
7,16,0.554178859,1.003368851
7,17,0.311159267,3.906740835
7,18,0.472836907,0.512477422
7,19,0.417840127,1.773968627
7,20,0.871262797,0.257682123
7,21,0.122505712,1.566795329
7,22,0.072328468,0.514344523
7,23,0.50466013,4.181075054
7,24,0.546332699,1.059070664
7,25,0.031263343,1.868370857
7,26,0.445427687,4.254285773
7,27,0.129073526,0.355883127
7,28,0.192900018,3.453268172
7,29,0.773795032,0.132709432
7,31,0.018808075,4.392253996
7,32,0.207142287,0.820660443
7,33,0.48781932,4.201308652
7,34,0.821599774,1.668587989
7,35,0.783069112,3.532356986
7,36,0.515087777,3.612642364
7,37,0.51049659,1.997600615
7,38,0.809657943,1.001947781
7,39,0.539778854,2.468071647
7,41,0.784085944,2.948461375
7,42,0.439368103,0.299147775
7,43,0.124306488,0.333226043
7,44,0.920632992,3.93607291
7,45,0.213135238,0.255287121
7,46,0.570986007,0.974098335
7,47,0.675128967,0.984740411
7,48,0.494442031,3.798643784
7,49,0.363847722,0.063129653
8,0,0.060324715,3.384712559
8,1,0.439168635,0.448104713
8,2,0.078720406,0.88097888
8,3,0.539402546,2.173363954
8,4,0.4445907,3.076838951
8,5,0.070764571,2.535793194
8,6,0.359800753,1.211671674
8,7,0.445228083,3.504734373
8,9,0.272264553,2.448961747
8,10,0.951646241,4.968917619
8,11,0.297428896,1.042475947
8,13,0.075677888,2.350478548
8,14,0.035775618,3.741341707
8,15,0.064334093,4.392375264
8,16,0.432090507,1.555900883
8,17,0.027820306,4.03179246
8,18,0.449843769,1.279325156
8,19,0.923954247,1.016811754
8,20,0.258818455,3.370363947
8,21,0.703218934,4.938993834
8,22,0.535730691,4.17585551
8,23,0.174201646,0.222083605
8,25,0.435863384,2.129993597
8,26,0.017841034,3.826796178
8,28,0.43755124,3.867584823
8,29,0.103472399,4.072298489
8,30,0.116852464,0.03229677
8,31,0.45809368,0.430446821
8,32,0.372785095,2.56967393
8,33,0.185906002,1.238926531
8,34,0.155199257,3.155542126
8,35,0.282852829,3.456960995
8,36,0.962213391,2.176313752
8,37,0.964371448,0.087207489
8,38,0.308856595,1.949583938
8,39,0.025412885,2.821370251
8,40,0.483360843,2.495750474
8,41,0.886743501,0.786008233
8,42,0.241433151,3.375169695
8,44,0.990197781,2.666340207
8,45,0.420323599,3.126577531
8,47,0.270196753,2.755891066
8,48,0.07706342,1.258235025
8,49,0.283820411,4.25589585
9,1,0.533211212,2.241695295
9,3,0.289273476,0.328494375
9,4,0.38395997,1.312625162
9,5,0.722060699,4.099541129
9,6,0.497529143,2.131899494
9,7,0.081669053,3.662751266
9,8,0.089805922,1.056980198
9,11,0.860339351,2.320954136
9,12,0.172619946,1.969089512
9,13,0.393224995,2.503096053
9,14,0.688473791,3.544208976
9,16,0.975964347,4.252446419
9,17,0.520146746,2.309183358
9,18,0.74821752,0.126922696
9,19,0.615898285,4.488542337
9,21,0.800096064,4.597390329
9,22,0.472805254,3.781792529
9,23,0.217162476,2.051268476
9,24,0.5415415,4.954169828
9,25,0.624277121,4.382461649
9,26,0.153412911,4.644455812
9,27,0.590631637,2.026646224
9,28,0.457997361,3.049063498
9,29,0.380383223,0.920605973
9,30,0.487160664,1.075146655
9,31,0.366185537,2.281873217
9,33,0.364973527,1.534744336
9,34,0.985501018,0.61828033
9,35,0.320682572,0.034742915
9,36,0.474428333,4.354743501
9,37,0.004208183,0.470101086
9,38,0.29240749,1.697936402
9,39,0.809701209,0.484284481
9,40,0.503931552,1.969415063
9,41,0.683517506,3.629426481
9,42,0.914089946,1.340457294
9,43,0.691323041,2.525829798
9,44,0.949515945,0.237067313
9,45,0.864001246,4.464138622
9,46,0.206121155,4.853782201
9,47,0.627615295,2.830229497
9,48,0.022372743,1.152831597
9,49,0.637500788,2.262902303
10,0,0.902610357,2.24771691
10,1,0.72624161,0.151450548
10,2,0.885461383,0.461321721
10,3,0.571710451,0.485467899
10,4,0.775528485,3.552371822
10,5,0.233932181,4.301304558
10,6,0.281881899,1.963835441
10,7,0.087889562,1.746571213
10,9,0.131656097,0.455845216
10,11,0.776534144,2.479867588
10,12,0.103715497,3.367470538
10,13,0.772448916,1.317048524
10,14,0.265788866,4.498968648
10,15,0.844323581,4.776306049
10,16,0.967927202,1.276341395
10,17,0.041755974,4.477208243
10,20,0.576207071,3.297083805
10,21,0.664309019,2.055445833
10,22,0.461940429,2.135600641
10,23,0.023481792,1.655169183
10,24,0.499081715,0.099286471
10,25,0.703784577,3.016456257
10,27,0.522092726,1.657097095
10,29,0.159117503,3.322641573
10,31,0.54265231,2.701227579
10,32,0.025615084,2.470656951
10,33,0.176181177,3.125468505
10,34,0.335199551,0.013830417
10,35,0.481170996,0.625074124
10,36,0.370788199,2.774963903
10,37,0.258595038,3.325818066
10,38,0.935676957,0.778023035
10,39,0.10126878,2.629006791
10,40,0.160855276,1.429830362
10,42,0.74673777,4.798910135
10,43,0.318920723,3.255697217
10,44,0.860991782,4.143300243
10,45,0.84637422,3.965105419
10,46,0.504021267,4.016358967
10,47,0.634234396,4.602441488
10,48,0.380244226,0.895321787
10,49,0.748472958,0.354513818
11,0,0.971971743,2.287002096
11,1,0.625518566,1.496549781
11,3,0.36902906,1.455683561
11,4,0.917023214,0.607377592
11,5,0.005553933,4.564451828
11,6,0.754560687,0.842496337
11,7,0.9520476,3.06483793
11,8,0.227828994,0.374537285
11,9,0.637133957,0.002254427
11,10,0.107597375,4.758585126
11,12,0.395796014,1.623586478
11,13,0.943279261,3.294459688
11,14,0.086911587,0.629190187
11,15,0.188347489,1.269212134
11,16,0.15565218,4.43408931
11,17,0.155490199,0.945958829
11,18,0.224397885,2.366765897
11,20,0.956696883,2.291266213
11,21,0.60904703,2.631740227
11,23,0.512143265,2.9126959
11,24,0.805407149,1.393759322
11,25,0.658210014,0.044684848
11,26,0.974867332,0.952799239
11,27,0.339680648,4.677382207
11,28,0.531295437,3.904496944
11,29,0.905955889,0.553252384
11,30,0.309899347,3.890173927
11,31,0.921138506,3.493343141
11,32,0.379160221,1.600825738
11,33,0.453589377,2.979453563
11,34,0.398885219,1.377777906
11,35,0.118786346,4.318277327
11,36,0.351826641,0.063832874
11,37,0.706486166,0.659397013
11,38,0.849116575,2.476215797
11,40,0.562358059,2.612838554
11,41,0.058604935,2.732980174
11,42,0.585892232,3.60068596
11,43,0.651100006,2.297165154
11,44,0.619786028,1.510352024
11,45,0.258775723,4.742529474
11,46,0.061013141,0.496502851
11,47,0.527119605,2.009408599
11,48,0.253561959,2.420732353
11,49,0.825185662,4.194029388
12,0,0.857462338,0.343555892
12,1,0.065911128,4.915629386
12,2,0.762806743,2.38274278
12,3,0.451204444,0.112249207
12,4,0.429614968,1.458281304
12,5,0.458178828,2.444191465
12,6,0.863609832,4.038292262
12,7,0.092988769,1.737873325
12,8,0.941947081,3.279616754
12,9,0.918656415,1.081769986
12,10,0.433329749,2.381046089
12,11,0.975119088,2.42523754
12,13,0.80123256,0.442181889
12,14,0.683574276,0.367353093
12,15,0.534200021,0.137374036
12,18,0.715561663,0.586526061
12,19,0.576362213,2.121345731
12,20,0.790106095,4.877418066
12,21,0.236523028,3.402754695
12,22,0.423397934,2.789343273
12,23,0.266845787,3.177947687
12,24,0.001012096,4.039232034
12,26,0.70602097,4.540095156
12,27,0.60692263,0.137760773
12,28,0.239625902,3.704834742
12,29,0.812933684,0.59242831
12,30,0.727533577,4.016748577
12,31,0.764422411,1.190312111
12,32,0.585674763,3.215681503
12,33,0.304469352,3.818141105
12,34,0.657921001,4.272780603
12,36,0.256505151,3.830544785
12,37,0.533746238,4.423773835
12,38,0.813454802,3.424376915
12,39,0.509468618,3.566637191
12,40,0.863001285,1.706930548
12,42,0.824295074,1.192516611
12,43,0.46183383,2.064194912
12,44,0.391667713,0.9983694
12,45,0.2767767,0.515294156
12,46,0.466051013,2.824626124
12,47,0.085613628,1.07098193
12,48,0.830642366,3.909426428
12,49,0.244705541,0.634388774
13,0,0.075559985,0.401105075
13,1,0.137607278,3.273166827
13,2,0.348700674,4.611852739
13,3,0.33162619,0.37310708
13,4,0.618459218,4.033731253
13,5,0.337400117,2.517437907
13,6,0.217445017,3.304929784
13,7,0.475792241,4.145679485
13,8,0.507806818,0.488155504
13,9,0.513585225,0.228199968
13,10,0.381562117,4.636029443
13,11,0.546365345,0.690574517
13,12,0.983156604,3.315776813
13,14,0.358120801,1.96707296
13,15,0.703134211,0.879273921
13,16,0.431397982,0.452299253
13,17,0.712449931,2.011233707
13,18,0.396173187,2.198932896
13,19,0.801321504,0.545469212
13,20,0.990784241,2.676426496
13,21,0.709804876,3.650028996
13,22,0.745340858,0.042710272
13,23,0.051176355,1.532972634
13,24,0.685451617,3.667845546
13,25,0.69282008,4.272403054
13,26,0.158128015,3.407205579
13,27,0.770383438,2.255915238
13,28,0.821470198,2.352270255
13,29,0.917913268,1.941878272
13,30,0.412594878,0.720011182
13,31,0.181297485,1.47137547
13,32,0.202247278,4.803865408
13,33,0.012824261,3.064638332
13,34,0.502757412,4.624536304
13,35,0.979545927,3.181006059
13,36,0.370367501,1.24133066
13,37,0.523330393,2.613768053
13,38,0.131102871,1.311692685
13,40,0.768627424,0.136792201
13,41,0.355126961,2.891658498
13,42,0.285620437,4.066925349
13,44,0.814225967,4.34319611
13,45,0.695611298,0.544858988
13,48,0.574613682,0.438589723
13,49,0.714972005,2.573164681
14,0,0.135267124,2.12042148
14,1,0.709333049,3.912497198
14,2,0.573141808,0.396438029
14,3,0.62271191,3.76702099
14,4,0.324609752,4.562913137
14,5,0.450781361,3.884152949
14,6,0.093006913,1.628335367
14,7,0.457643519,3.146416754
14,8,0.475103073,2.051247279
14,9,0.56438883,1.016186618
14,10,0.492209764,1.02929719
14,11,0.611690443,1.57628783
14,13,0.5485628,1.405494841
14,15,0.996257686,3.028633994
14,16,0.159322576,2.689856124
14,17,0.647600151,2.309714408
14,18,0.744271052,3.374245563
14,19,0.784910491,0.011504734
14,20,0.172767309,3.16999997
14,21,0.257668397,0.483202392
14,23,0.704993152,4.86676185
14,24,0.626236448,3.00067813
14,25,0.323221232,2.538928397
14,26,0.816763894,0.697771253
14,27,0.44310382,3.411561276
14,28,0.260293761,4.943058226
14,29,0.468142308,1.669917501
14,30,0.213710313,3.340751357
14,31,0.74563885,2.167803817
14,32,0.966719913,0.457031191
14,33,0.72274866,1.964695209
14,34,0.576409535,1.485034038
14,35,0.096514164,4.818736009
14,36,0.946698505,1.544342482
14,37,0.871719879,1.192736665
14,38,0.829735471,1.904587336
14,39,0.726444801,3.82813704
14,40,0.078328761,1.785854024
14,41,0.316979526,4.661377162
14,42,0.486058713,1.748882153
14,43,0.601551256,4.28648291
14,45,0.211025695,4.924673408
14,46,0.88351531,0.700554515
14,47,0.492322821,3.003236203
14,48,0.724492886,2.664220347
14,49,0.884793155,3.955214115
15,0,0.255586935,2.528259053
15,1,0.194131416,0.197558264
15,2,0.580535574,3.780425617
15,3,0.120688998,3.272186562
15,5,0.028331524,3.583757638
15,6,0.035175172,0.461259792
15,8,0.781837124,4.879634521
15,9,0.841233871,0.893593036
15,10,0.38467021,1.412982489
15,11,0.468293465,2.349937015
15,13,0.571273655,2.49760441
15,14,0.308410029,1.675857859
15,16,0.337573342,4.234351538
15,17,0.386538019,1.952718603
15,19,0.260840859,3.950795918
15,20,0.698497049,4.257920878
15,21,0.555256264,1.439916792
15,22,0.111949136,0.514406087
15,23,0.098274142,4.986509217
15,25,0.745781017,3.295636277
15,26,0.482757872,2.377352038
15,27,0.858453462,1.255730981
15,28,0.718947484,3.894821672
15,29,0.585480657,2.656252144
15,30,0.255124438,0.72299009
15,31,0.610609914,4.687408547
15,32,0.468400836,4.375061515
15,33,0.748293432,0.403721359
15,34,0.255237463,1.894927744
15,35,0.987005678,3.300506837
15,37,0.948517517,4.069005451
15,38,0.981186669,4.467613637
15,39,0.384948596,2.00968728
15,41,0.194111322,0.357710586
15,42,0.447151638,4.086328021
15,43,0.76589669,2.840580943
15,44,0.653079781,0.234239676
15,45,0.013115245,2.081290124
15,47,0.22441127,3.907721434
15,48,0.961276671,3.190236891
15,49,0.534023934,3.284387664
16,0,0.069084983,4.824078942
16,1,0.571542844,3.868977819
16,2,0.776807341,4.222421819
16,3,0.908990875,2.311736107
16,4,0.115760273,3.611044195
16,5,0.710572468,3.324195988
16,6,0.109746903,4.77620651
16,7,0.639248957,4.409624832
16,8,0.54187702,4.156453495
16,9,0.021356258,1.106407409
16,10,0.174632451,1.360726728
16,12,0.41886863,2.225170853
16,13,0.707247206,3.499373406
16,14,0.987520217,3.607551243
16,15,0.277122413,2.463344949
16,18,0.276721765,0.596585693
16,19,0.689112948,4.840061224
16,20,0.454975793,3.29497254
16,21,0.596255491,4.8100319
16,23,0.851272153,1.737653052
16,24,0.751964969,3.467430631
16,25,0.42974213,1.554388245
16,26,0.363490311,4.257233223
16,27,0.691305467,0.446802833
16,28,0.601294623,0.799531972
16,29,0.664648682,0.049336707
16,30,0.486356238,4.278242158
16,32,0.730458989,4.713208218
16,33,0.234240042,2.766989781
16,34,0.810587308,4.99428759
16,35,0.402468301,4.513727344
16,36,0.421296987,1.974969461
16,37,0.049541886,2.910757704
16,38,0.829339961,1.607878157
16,39,0.565595824,3.797410064
16,40,0.634711601,4.270766409
16,42,0.329288331,2.2469751
16,43,0.061452045,2.46140016
16,44,0.534424258,2.837963801
16,45,0.511418789,2.703872794
16,46,0.192766167,2.226336377
16,48,0.816222542,2.661885887
16,49,0.032947384,1.928169937
17,0,0.855960104,2.049090601
17,1,0.913156325,0.85190217
17,2,0.10169519,4.727872298
17,3,0.95012359,2.025198993
17,4,0.93902204,3.308479655
17,5,0.353275032,1.843316053
17,6,0.434141474,1.009942069
17,7,0.81552452,4.645891257
17,8,0.060608597,3.286543139
17,9,0.815804224,4.172926891
17,11,0.012037028,2.841125169
17,12,0.626658972,1.076182617
17,13,0.046195403,0.449215281
17,14,0.452851882,4.283976675
17,15,0.70845448,0.810294224
17,16,0.537302981,4.122800516
17,19,0.362000737,2.462883285
17,20,0.264175204,1.705446746
17,21,0.093480479,2.003688455
17,22,0.285293237,4.279685656
17,25,0.213245737,4.673328214
17,26,0.235400396,1.648646036
17,27,0.115182884,3.275861224
17,28,0.19401351,1.726733214
17,29,0.406900802,3.035400565
17,30,0.100964745,1.57029146
17,31,0.724052694,4.437262621
17,32,0.293464363,0.229245115
17,33,0.776735483,2.403770773
17,34,0.562067837,1.838598755
17,35,0.718558556,3.7284011
17,36,0.735237111,0.530661965
17,38,0.357548642,0.468335055
17,39,0.68066884,2.114952815
17,41,0.038243325,3.485195425
17,42,0.849898745,0.464142416
17,43,0.720074213,2.810217296
17,44,0.923975554,1.834538664
17,45,0.347838625,3.698869934
17,46,0.162087739,4.844224164
17,47,0.732126378,0.596138923
17,48,0.180230258,4.523476336
17,49,0.876890976,2.685492307
18,0,0.3307139,3.572440536
18,1,0.861269546,1.162130792
18,3,0.07432866,1.151560926
18,4,0.289062344,4.372008101
18,5,0.806510205,3.672298563
18,6,0.075880617,4.617725632
18,7,0.727740807,2.88377117
18,8,0.393204653,4.377077889
18,9,0.563740704,4.57764859
18,10,0.177269043,3.236372526
18,11,0.242501399,1.780499611
18,13,0.8772691,2.982917861
18,14,0.723019775,2.640812166
18,15,0.113965477,2.499113941
18,16,0.082370562,0.981074948
18,17,0.10763774,1.920665957
18,19,0.196771596,4.397068913
18,20,0.282729979,1.202357174
18,21,0.525816679,4.434711951
18,22,0.311191587,3.566904592
18,23,0.941916412,0.79829365
18,25,0.079053862,2.738390422
18,26,0.498780382,2.307082848
18,27,0.627289061,2.940972368
18,28,0.790520874,4.596552743
18,29,0.476795157,0.750981048
18,30,0.629638422,4.861980274
18,31,0.152383646,4.973570464
18,32,0.284943305,4.450957932
18,33,0.8571399,4.815626732
18,34,0.023560562,1.553039159
18,35,0.541915773,1.26080254
18,36,0.917622466,2.446632859
18,37,0.922147773,2.207455151
18,38,0.19105083,4.865833369
18,39,0.996449439,3.52324758
18,40,0.467030908,3.292645917
18,42,0.129656352,4.469718681
18,43,0.812574546,4.707961657
18,44,0.532498123,2.12162216
18,45,0.984502753,1.76696485
18,46,0.124609917,2.153238896
18,47,0.842635312,1.213839857
18,48,0.313274617,3.530028062
18,49,0.038656555,0.148143702
19,0,0.159128914,0.565295381
19,1,0.774841236,4.721925462
19,2,0.91328281,3.286683141
19,3,0.728763865,3.09855417
19,4,0.658371703,4.741469243
19,5,0.426230975,1.17603827
19,6,0.305292821,1.220338988
19,7,0.377801841,1.983462404
19,8,0.072573154,1.716686411
19,10,0.140102855,1.910495156
19,11,0.244683302,3.118401271
19,12,0.913242379,2.220057824
19,13,0.910715474,0.115509055
19,14,0.279740046,3.442132595
19,15,0.95080789,3.066666191
19,16,0.144728676,1.520701979
19,17,0.659954193,2.940018798
19,18,0.112058863,2.222511564
19,20,0.57501548,0.07243723
19,21,0.984376566,1.163847719
19,22,0.736082147,4.848102834
19,23,0.68319901,1.652350228
19,24,0.660263938,0.489462377
19,25,0.831979339,4.806494447
19,26,0.494696768,4.068736745
19,27,0.891305019,1.075581645
19,28,0.723579796,0.144026961
19,29,0.713760084,0.970760238
19,31,0.236661579,3.467244499
19,32,0.789373478,4.814884273
19,33,0.952361854,1.648062318
19,34,0.061393645,0.221246909
19,36,0.445060376,1.123194293
19,37,0.691948733,4.48540666
19,38,0.808046673,0.641633958
19,39,0.809212278,0.784021476
19,40,0.317135853,4.922378375
19,41,0.470380207,2.032447335
19,42,0.745491008,0.714989374
19,43,0.971848408,3.262957502
19,44,0.11867589,4.846190946
19,45,0.015719435,0.698889021
19,46,0.856723384,4.687189489
