i,j,c(ij),d(ij)
1.0,13.0,0.2740739985217179,0.5402673527846552
1.0,42.0,0.5808242370517994,0.2390142544985957
1.0,68.0,0.6386165945219353,0.3587724287946975
1.0,72.0,0.6022062049668797,0.23157287349002853
1.0,45.0,0.037602131158298246,4.312216653875465
1.0,83.0,0.02940185429600728,1.0464007918857003
1.0,70.0,0.5271706531498322,1.1837364032597841
1.0,1.0,0.6835877667158182,4.849362394364914
1.0,65.0,0.5752267435769864,0.33719425336041886
1.0,10.0,0.6442697758989079,0.4180355385429957
1.0,84.0,0.30471377857680515,4.089517139276737
1.0,60.0,0.8769937418145916,4.8447462133454335
1.0,18.0,0.6992938664211515,3.000064534703329
1.0,16.0,0.40046169295581313,4.558707617099077
1.0,53.0,0.5216765849148434,1.2915494611332816
1.0,51.0,0.5340266069772004,4.068221449375621
1.0,74.0,0.9162574791100446,4.492444393941753
1.0,19.0,0.9324384966985859,2.3121494076365785
1.0,89.0,0.2771334734176226,4.975159065685779
1.0,23.0,0.9581552867547553,0.2009604470954146
1.0,21.0,0.7151608398850855,0.005186140283463536
1.0,28.0,0.7356335341606788,0.14600147096400118
1.0,37.0,0.5115351132550715,4.247725448675335
1.0,9.0,0.1822371876502249,1.6405462504973682
1.0,57.0,0.9922510900598487,1.5847543743455232
1.0,27.0,0.44590755220385925,0.10668936434763576
1.0,2.0,0.3079920973551403,1.986787248163369
1.0,80.0,0.08249460049768476,2.5768253789865128
1.0,12.0,0.8569569785846772,4.36799358059823
1.0,58.0,0.49427125077148226,3.204099230655974
1.0,48.0,0.19823350700949005,0.9464061710483168
1.0,59.0,0.08810678147667772,0.8266343695331968
1.0,7.0,0.9563647942356366,3.317160487893118
1.0,79.0,0.36178130125368435,1.4877455147270158
1.0,4.0,0.11136623872125961,0.8134017940989619
1.0,41.0,0.23930527739015173,4.312125952348272
1.0,39.0,0.16098725010181425,3.0960379592968734
1.0,8.0,0.7089089686225518,2.3439236726645722
1.0,52.0,0.6937392416511413,2.6013664093303963
1.0,87.0,0.8957833028598035,4.25515378701823
1.0,26.0,0.5122491601106512,1.4583940871882228
1.0,32.0,0.6538510224694292,3.737100799258053
1.0,17.0,0.6024159972353191,2.6871214821684593
1.0,69.0,0.869966333017632,2.15960427144024
1.0,6.0,0.997725668275039,3.908164745312172
1.0,66.0,0.7375553348732289,0.034672915532480975
1.0,76.0,0.43787539993785585,0.5726677478544556
1.0,63.0,0.2977025230809788,1.2637061135259136
1.0,78.0,0.6096386628291934,4.168824849739657
1.0,64.0,0.4610363667182682,2.650618698830737
1.0,67.0,0.4807249072780839,2.818642244836391
1.0,22.0,0.04517995592287605,1.666340193896112
1.0,71.0,0.8366661056632783,2.1475810895970673
1.0,3.0,0.13161886043055682,4.046652963591792
1.0,88.0,0.3130367522474681,1.5347156078469197
1.0,38.0,0.5085648348934554,0.2374096238395612
1.0,85.0,0.6233504437692646,0.8480427458528245
1.0,62.0,0.9659978664018667,2.41874037069121
1.0,86.0,0.13436098847435762,4.012652859875991
1.0,77.0,0.38250479653478786,0.2179579437986201
2.0,76.0,0.6095626879424406,2.366942071352814
2.0,79.0,0.28289393929785445,1.151776701987694
2.0,80.0,0.6411657019968667,0.5420974811392559
2.0,47.0,0.2384133934532472,4.036060606559019
2.0,84.0,0.9669265356383457,1.2203131408414798
2.0,60.0,0.013949144733231944,2.0029670543334537
2.0,68.0,0.40895292859994725,1.7941764775405922
2.0,65.0,0.9863547935831112,0.21710825736506123
2.0,45.0,0.5908051346976068,2.6209582905955613
2.0,43.0,0.3089836491686413,3.387251414488628
2.0,81.0,0.7787648443633141,0.29812238419068604
2.0,63.0,0.7088352160969436,1.7542973685546714
2.0,42.0,0.8617285059306005,1.0728044773076162
2.0,78.0,0.46045757309390156,2.86239199688087
2.0,59.0,0.4512341188360446,4.793317532464167
2.0,86.0,0.0552259512353418,2.3894608451749058
2.0,53.0,0.3096655328134428,3.9388163249906887
2.0,57.0,0.9741316281136007,1.633284499665757
2.0,75.0,0.8969165805121692,3.7390436417805386
2.0,48.0,0.777554636715215,1.0007820025980814
2.0,87.0,0.4976795544463809,1.5991621826034974
2.0,54.0,0.3196327868616978,2.075437871206391
2.0,77.0,0.5960874790481824,4.421241064742816
2.0,55.0,0.9167475233434611,4.84026530649345
2.0,74.0,0.20202859990526123,3.5428418777288306
2.0,71.0,0.09852139831851303,0.4146620153878128
2.0,85.0,0.32400526255319484,2.8251600695993218
2.0,70.0,0.04243163881938583,1.9437954227774008
2.0,88.0,0.5480665677005176,0.9964578154983494
2.0,58.0,0.3245735126235548,4.298135341505748
2.0,67.0,0.32696629969531266,4.645133522604259
2.0,82.0,0.7999519512679938,3.1107443714573417
2.0,44.0,0.024442721611692142,2.319569448707375
2.0,64.0,0.9363023965859287,3.0794008790711236
2.0,73.0,0.8189056560625243,3.4426727913405464
2.0,66.0,0.9869504011120682,0.21403810822261005
2.0,46.0,0.26225249314376686,0.7300802233072168
2.0,83.0,0.5290785594109391,1.21566093040204
2.0,51.0,0.7751602525707529,0.9159625487026257
2.0,72.0,0.3722176205201504,4.016327766319295
2.0,61.0,0.8592986004883553,3.07140307167086
2.0,69.0,0.2691218196358812,3.5171394681666057
2.0,49.0,0.9491640452189019,0.8373163964638464
2.0,50.0,0.7005221586947907,2.8704120599465917
2.0,89.0,0.6878925227871403,3.94133028584501
2.0,62.0,0.47237935417346666,2.0635579970705367
2.0,52.0,0.6570006941870121,4.535150457657288
2.0,56.0,0.8121773077145268,4.829472629256875
3.0,64.0,0.912837962200313,0.7282187479252328
3.0,61.0,0.6445113390732319,4.186717293181767
3.0,33.0,0.006439214721224773,1.4158334198415745
3.0,69.0,0.8489332521022799,3.955448039479305
3.0,49.0,0.658464845792551,2.0789549174694946
3.0,77.0,0.19274239400800042,3.1177631900534446
3.0,29.0,0.9516745497820448,1.740643647626211
3.0,87.0,0.07520341983333256,3.70026623876863
3.0,80.0,0.2920870561948955,2.288491481732238
3.0,48.0,0.6795494004166428,1.090158612273342
3.0,78.0,0.8222547972136998,0.9214416282938903
3.0,19.0,0.9921354954553386,1.127017311774405
3.0,50.0,0.3663991720218399,2.079885025580107
3.0,31.0,0.8810732476443033,4.467098983372214
3.0,82.0,0.14608157842019964,1.1687152877462248
3.0,73.0,0.5968379580204561,4.334937332365896
3.0,43.0,0.25059973672598435,2.973287953906631
3.0,67.0,0.43533727113759135,2.0518702675760485
3.0,41.0,0.13705442966681836,2.3828095864776317
3.0,76.0,0.3821735913489934,4.873111701491226
3.0,22.0,0.5091732977782315,4.359402255256513
3.0,70.0,0.423868560184292,0.38144424108237984
3.0,63.0,0.48537717555165694,3.4504939480542953
3.0,71.0,0.7991017546933947,1.5623769218200572
3.0,72.0,0.17897182933949463,0.7221081544973224
3.0,56.0,0.7561971436191371,4.296007389782047
3.0,53.0,0.9795104175744117,3.4753512280843086
3.0,42.0,0.6675787091230038,1.7339499452595182
3.0,86.0,0.8833688767526271,0.5992421968253026
3.0,81.0,0.4552710891876435,2.203599748013258
3.0,83.0,0.3021839457194716,0.8036124506889192
3.0,28.0,0.18654993516633578,3.5134365128456535
3.0,57.0,0.3609287978888197,2.163151230144736
3.0,23.0,0.9979079091097717,2.8604869668377244
3.0,58.0,0.4362961689259165,4.759859391728976
3.0,21.0,0.1531576857699748,2.770301009212855
3.0,62.0,0.5880529376849842,1.1048789409345106
3.0,51.0,0.40423515467929416,3.1789344817768512
3.0,46.0,0.14363646856801138,0.21500681824957402
3.0,24.0,0.9478012528211259,2.9080270335074103
3.0,84.0,0.28223542194742157,1.4802840788037663
3.0,79.0,0.6919920622897325,3.478624028201303
3.0,44.0,0.48211157193336873,4.070799850731428
3.0,40.0,0.24942401774077172,1.4221225189714874
3.0,35.0,0.8392065765968927,0.33309781951391115
3.0,32.0,0.8811679027913311,0.33762156507210317
3.0,45.0,0.8958387158248863,1.5980153492145015
3.0,20.0,0.6763484941423835,4.725006886557863
3.0,66.0,0.5416171222753534,4.196869936250545
3.0,38.0,0.8299906080862139,0.22026898251924054
3.0,27.0,0.47965717455660417,2.7699997573572297
3.0,36.0,0.15463787445726196,2.3533724665370364
3.0,47.0,0.6050051454223437,1.3519107832397497
3.0,75.0,0.5789935709876297,3.7923617315363716
3.0,85.0,0.6070035463666738,3.419444448053733
3.0,34.0,0.8395824157751565,3.02250022534263
3.0,54.0,0.20999277639315495,2.7365386108020333
3.0,25.0,0.5501761717407714,4.911543233437853
3.0,59.0,0.06593215461788193,3.638845594851168
3.0,52.0,0.30914987978220543,2.7583760773624775
3.0,26.0,0.05007822092761127,2.102951794252457
3.0,60.0,0.8140238879132978,3.763079685405712
3.0,68.0,0.0328631560688013,1.0733160207481862
3.0,74.0,0.48098288628683183,1.6307390112056364
3.0,55.0,0.6963505717222404,0.5949290781927907
3.0,65.0,0.37255059403795676,1.9365949148875206
3.0,30.0,0.07846437795318495,0.1178332785629338
3.0,89.0,0.5069889902285162,1.9737048256643308
3.0,37.0,0.8206640570346547,3.5220212951756276
3.0,39.0,0.06384698179591153,0.18525926520962854
3.0,88.0,0.754217700719039,1.8209067940951922
4.0,19.0,0.3445287655730125,2.474763829340312
4.0,83.0,0.9233754599221238,3.162077211864439
4.0,8.0,0.788349627601503,4.564861097945157
4.0,9.0,0.4057198911643882,3.1349263677422217
4.0,86.0,0.13123033425814845,1.9833521971043178
4.0,73.0,0.10685606610005882,1.682739102768267
4.0,74.0,0.05502112650227786,0.3159586341909226
4.0,10.0,0.37767637436613044,2.7632721972023195
4.0,58.0,0.34937289731450305,0.9024217556219644
4.0,56.0,0.006157401764749659,3.4234137871141783
4.0,68.0,0.6770361751101394,4.11733156225028
4.0,38.0,0.5708862154377421,0.1517974402630029
4.0,26.0,0.1625508822582462,1.38010147877635
4.0,44.0,0.6520304609535826,4.8970840251283905
4.0,36.0,0.9786488193397995,3.734190008069831
4.0,71.0,0.03705900711301091,3.0087719151311916
4.0,45.0,0.8811320935326831,0.6952651922674735
4.0,84.0,0.7754570581889425,3.5909426038029117
4.0,27.0,0.38793375902440574,3.4860307900333782
4.0,5.0,0.06787496093715917,2.614136734920262
4.0,37.0,0.024383550650811325,4.978837096127211
4.0,30.0,0.7186573248956021,2.0616183702598985
4.0,70.0,0.04485712821535659,4.650198751087224
4.0,87.0,0.3767944491818548,2.8660459097631454
4.0,60.0,0.09512595289101022,1.8933116501891867
4.0,81.0,0.4479434907603349,4.617329568425724
4.0,85.0,0.9645307132197224,2.5663922606723415
4.0,29.0,0.6543018020427637,4.705897515450464
4.0,50.0,0.15594389797549002,4.454552592888558
4.0,24.0,0.0012653012124331786,2.1509622220450875
4.0,13.0,0.34886708413064293,0.9710880460594701
4.0,75.0,0.20007063656160795,2.538543205770638
4.0,42.0,0.9070919291396947,3.6911257553359267
4.0,15.0,0.0664926921868354,2.845563390582195
4.0,82.0,0.5283860942773018,2.806771630203296
4.0,18.0,0.05668053586650956,1.564321416527001
4.0,34.0,0.8007614968839761,3.0470988683842863
4.0,46.0,0.7586967613489042,1.3958624877269092
4.0,35.0,0.7330142445020469,1.5036761006502608
4.0,59.0,0.07406515517730916,4.310854427981488
4.0,20.0,0.600907223376067,1.8931490857542181
4.0,39.0,0.6197146191971894,3.331874681718388
4.0,51.0,0.6989883233912018,1.6907577067983859
4.0,6.0,0.42508965769521945,2.0181503888139947
4.0,43.0,0.2926450712029993,1.3010851525338019
4.0,52.0,0.21341975214240683,0.6281950314032658
4.0,72.0,0.5531476444251153,4.5853015984206955
4.0,69.0,0.06574125976827527,2.788957558761
4.0,40.0,0.934346488725104,0.2882725739990899
4.0,49.0,0.8767313742473777,2.679207292208112
4.0,32.0,0.7027593165916004,4.121173666844419
4.0,12.0,0.09905906833085876,0.8552893613525725
4.0,61.0,0.8579709455825799,1.799454186125646
4.0,23.0,0.08545118305279631,3.821740127912168
4.0,17.0,0.6719143457983744,4.494327958294288
4.0,41.0,0.5739991311471903,4.974994803767565
4.0,64.0,0.7749794431822743,4.6136434364100705
4.0,62.0,0.9246198410509986,3.3566689029971486
4.0,11.0,0.4580782086557089,2.3314892413062394
4.0,7.0,0.2515644514815545,1.5446503996269616
4.0,79.0,0.9914261356561864,3.4810705389938406
4.0,67.0,0.970393978149702,0.22397449895834476
4.0,76.0,0.016576833537954472,0.13449194510561868
4.0,47.0,0.06643436270441994,1.8908342670529432
4.0,55.0,0.08952991429696211,4.186629910920022
4.0,16.0,0.4876552246084469,0.4235320635976486
4.0,88.0,0.6213545163034516,2.6129818451803133
4.0,63.0,0.7161834349642984,1.3249051229610032
4.0,48.0,0.42143500296550884,4.2122962060477835
4.0,33.0,0.6637609937038604,4.046398428239737
4.0,21.0,0.5822066421579757,2.806668807661114
4.0,66.0,0.017250641753113527,4.613279030248439
4.0,57.0,0.817648600256822,2.1803616220688546
4.0,78.0,0.1786750290430017,2.540235672468332
4.0,80.0,0.03661530694051385,1.4254873382424376
4.0,22.0,0.27982943931387005,2.522522979657389
4.0,28.0,0.0018653542394754252,0.6675754506857196
4.0,77.0,0.35608095507271187,1.96453906169684
4.0,54.0,0.7868489436182812,4.255217379440525
4.0,89.0,0.21989768866249493,4.746717788866204
4.0,25.0,0.7781772309880552,4.791811212195812
4.0,31.0,0.46574010360567764,3.256783889266983
4.0,14.0,0.6420906881740505,4.845471457466605
4.0,65.0,0.9265432105967708,3.0167161114813807
4.0,53.0,0.9296551154044004,2.73460583949265
5.0,50.0,0.5874664255624988,4.52187431152402
5.0,31.0,0.9658511950098937,4.242028952523842
5.0,79.0,0.19558221635146333,3.8192462824987605
5.0,78.0,0.1474647722603113,3.2295552282097044
5.0,39.0,0.3527447269382874,0.06623302475566084
5.0,88.0,0.26513172163560894,1.515144718430384
5.0,83.0,0.968788177744673,1.9122200577565245
5.0,67.0,0.22172363050230692,4.5158377561638785
5.0,35.0,0.40274545648063687,2.441536990896653
5.0,25.0,0.8818594757901927,2.5217113638311868
5.0,37.0,0.6574808808713142,2.4945278867487604
5.0,34.0,0.6152765006699682,3.3383890957235565
5.0,51.0,0.745864162964431,4.4376000177215245
5.0,60.0,0.5450109860163306,1.5930811735629047
5.0,20.0,0.05567686493564883,1.7566303641090142
5.0,75.0,0.2712087469022527,4.622461932947573
5.0,63.0,0.5553392542817828,2.1910202051182743
5.0,62.0,0.06976351215816834,2.878310381689324
5.0,23.0,0.6335005877420312,1.9321113739245177
5.0,54.0,0.13818850641733438,1.810799058400906
5.0,44.0,0.6840906574100313,3.3260063930977957
5.0,66.0,0.855487351870225,1.023900264402866
5.0,71.0,0.8676187989324609,2.73584229245017
5.0,19.0,0.9573497064139441,0.5559710745901375
5.0,46.0,0.07745286924966277,4.660386019119799
5.0,43.0,0.5972933908934898,1.1593582955277109
5.0,56.0,0.02697274866160637,1.942864355851019
5.0,36.0,0.3088076915483222,4.9720427188458585
5.0,86.0,0.9452590437873846,3.2835455945088823
5.0,27.0,0.7904238518115777,4.790327735918155
5.0,42.0,0.7429407720387506,2.5148258072993013
5.0,29.0,0.9619542238893923,2.441336712108029
5.0,58.0,0.5485591731331293,0.24258301557044393
5.0,57.0,0.008728098643386417,3.427068676608342
5.0,55.0,0.32642813083174627,4.924662354189767
5.0,17.0,0.1271235668530365,3.477151331626337
5.0,40.0,0.6850122564553655,4.139818241621561
5.0,47.0,0.1740363036800393,1.3014134697030748
5.0,53.0,0.9865773748668235,3.2974268932128554
5.0,45.0,0.5658667826199327,2.9428545565149826
5.0,73.0,0.6026850270112436,3.408398945407093
5.0,69.0,0.9341621688640905,0.9988601961104959
5.0,77.0,0.6948055336941038,3.6562931826693053
5.0,26.0,0.39701075861627355,2.124476271326208
5.0,33.0,0.7373969149027657,0.11737780946422804
5.0,48.0,0.6097615897827653,2.320321085908869
5.0,59.0,0.08213607904187659,1.9555127185608616
5.0,38.0,0.3217336667355305,0.8504466748803935
5.0,22.0,0.21445343010025342,0.14613220247799763
5.0,49.0,0.3011301044247663,4.917885408755341
5.0,52.0,0.13831224439782241,0.8623668300753984
5.0,76.0,0.7637809044660548,1.011074235967685
5.0,41.0,0.4088606901160886,2.642109003350912
5.0,85.0,0.5091893815597128,3.0906031962976033
5.0,80.0,0.2365720213729059,1.0956734501136767
5.0,65.0,0.12524352570609243,1.964237092867804
5.0,74.0,0.6980961295644762,1.3471870266401742
5.0,24.0,0.6122218883421111,2.7288470792886503
5.0,70.0,0.8779007921086655,4.770842454945663
5.0,84.0,0.0352948995937018,3.086327259575393
5.0,89.0,0.017517987242666178,0.32910572685718564
5.0,21.0,0.227532646701047,4.395709892613767
5.0,64.0,0.17609462264923603,2.224347143837004
5.0,30.0,0.6704398595046255,1.3745772051352438
5.0,61.0,0.009564340138332739,1.6351255513262726
5.0,81.0,0.9042244665315623,2.285116142010895
5.0,32.0,0.5547440515787895,4.2005170766499065
5.0,82.0,0.609668470978969,3.9324187981928143
5.0,87.0,0.12654752276399628,1.211338103471669
5.0,68.0,0.9061262239363098,4.367274531110201
5.0,72.0,0.2292335125505105,2.8344794842792833
5.0,28.0,0.8225968137864079,0.9018279250477673
5.0,18.0,0.408894112517285,3.0252077710573926
6.0,57.0,0.22674642541254175,1.62336829024665
6.0,88.0,0.24618729617737833,2.170344784040901
6.0,73.0,0.4924306631796448,4.0260333390335274
6.0,81.0,0.11579460579835166,1.0340923141222291
6.0,67.0,0.17723724932754237,4.585152403547166
6.0,79.0,0.5012572327249978,0.9422681231502106
6.0,56.0,0.6928553664413483,2.8579462776623714
6.0,47.0,0.9792477484177102,2.4674235779181664
6.0,74.0,0.6569043955411347,4.22513177813289
6.0,54.0,0.11154149671125979,4.9836898157419105
6.0,50.0,0.5137841932607109,0.5401614550370176
6.0,89.0,0.34977762511423405,0.8510745473498244
6.0,69.0,0.47153109382210456,2.4237142208853846
6.0,53.0,0.5774599178310071,2.8136024332833687
6.0,68.0,0.06033946799332279,1.2433860635399037
6.0,41.0,0.6609442869182279,1.0773772432899964
6.0,76.0,0.47218377792813293,4.757241367665216
6.0,64.0,0.30528333519496065,3.439288562194631
6.0,66.0,0.9885748478210659,3.507949685304431
6.0,75.0,0.05647729107666011,0.2989556392519871
6.0,44.0,0.1672671758396017,4.998213602359522
6.0,71.0,0.08588527966746706,1.9267979003476987
6.0,52.0,0.6256726079425814,3.897812254997591
6.0,78.0,0.15220140702608131,1.1000197400351863
6.0,45.0,0.6762816691933575,1.513231204901615
6.0,59.0,0.03676025256236559,0.8345811532476483
6.0,86.0,0.3637268447915386,1.4768399308335178
6.0,39.0,0.3217904305101986,1.6946369070307066
6.0,58.0,0.8807600303453645,3.414845121845386
6.0,40.0,0.4262755600612148,4.415516979192093
6.0,65.0,0.2819694568885768,1.8146570283372032
6.0,42.0,0.46221171231134117,0.9639921379615607
6.0,62.0,0.19019126557228538,1.7377185009993061
6.0,46.0,0.08088296425865082,3.9453064948099357
6.0,63.0,0.2606166826769656,1.7770700457629751
6.0,55.0,0.097466224491211,3.3826872086083575
6.0,77.0,0.4191994382499705,1.4306183967408752
6.0,43.0,0.713898812185169,1.614563673771479
6.0,61.0,0.033379890526587075,1.1823733662139069
6.0,51.0,0.2487744697345966,1.1154331940523892
6.0,49.0,0.4653393221381873,2.1391656136455284
6.0,85.0,0.6786596804984687,1.4085975184549566
6.0,84.0,0.5427787986196705,1.9101454414573582
6.0,82.0,0.21974930209048993,4.595223664551156
6.0,48.0,0.8809790985211924,4.892612193676526
6.0,72.0,0.7215359758899133,2.5627875683353056
6.0,83.0,0.3850882898065847,0.9343328267173284
6.0,60.0,0.9635930404907185,4.825759374727342
6.0,87.0,0.8770170782078821,2.7502884967295875
6.0,70.0,0.9045405291938828,0.5182013601005975
6.0,80.0,0.8067820934933767,2.8247494100102393
7.0,70.0,0.4822965500357457,1.059426820220339
7.0,51.0,0.6214113893953931,2.64574839164295
7.0,63.0,0.649683097819248,0.8035591746060705
7.0,88.0,0.9273190847814153,0.40170980680335755
7.0,61.0,0.6157114348067081,0.9320633659662225
7.0,35.0,0.7954036732800056,3.3272361985604615
7.0,47.0,0.31756426700767115,0.39563208959126295
7.0,52.0,0.49314705512800494,1.7339759756612627
7.0,82.0,0.7302764913841943,2.6469366423284466
7.0,67.0,0.7428246008604892,2.6464114003021315
7.0,73.0,0.6981519195496909,2.812576755903944
7.0,37.0,0.6392099244263773,0.61298328569584
7.0,66.0,0.43076851831327145,1.6763680161513457
7.0,78.0,0.5510696305596547,3.7916317407466247
7.0,62.0,0.9096673048574963,2.237466633671394
7.0,69.0,0.4833229517380453,4.150401620426734
7.0,59.0,0.8319893407019052,0.6248362222152193
7.0,60.0,0.9605997949223638,3.6375099614120936
7.0,79.0,0.145120571487808,0.05646201322361821
7.0,80.0,0.08841306098901047,2.6341779319045178
7.0,83.0,0.564677409267738,2.2280272059350703
7.0,68.0,0.09443342938534416,3.922605351940614
7.0,55.0,0.6899209115726891,2.7644967594548717
7.0,36.0,0.8528219581924507,0.04411720590971502
7.0,38.0,0.61157061491622,0.5759750819483789
7.0,46.0,0.4743069400197296,0.2812128183077661
7.0,76.0,0.4740873080794551,3.175060187608138
7.0,44.0,0.46118865073161996,4.936414088260005
7.0,86.0,0.5352690266382134,3.4142142792995567
7.0,87.0,0.10765503031791512,0.24535266805942701
7.0,71.0,0.9965049193549977,1.9946885469035969
7.0,74.0,0.2532179247716718,0.690230905574471
7.0,41.0,0.41387352428576374,0.779557892542283
7.0,31.0,0.5514685956498984,2.337600083309745
7.0,30.0,0.16986329183454685,3.1937312547903978
7.0,40.0,0.13409911255972207,4.6438947806305215
7.0,57.0,0.06559562616466241,4.0392620437361995
7.0,49.0,0.6608370424087742,1.7851166270816643
7.0,33.0,0.5441183246504386,3.002661757692832
7.0,53.0,0.9384440539179844,1.1452452415086594
7.0,34.0,0.2997042543883197,2.391859810444552
7.0,64.0,0.008994283017863758,1.8152421462328476
7.0,43.0,0.27768898334560577,0.6861980069094398
7.0,72.0,0.30297679322087356,0.24216833613317224
7.0,54.0,0.37645659348455673,1.7075607640686545
7.0,58.0,0.6672071889685677,3.2518204563290665
7.0,75.0,0.7831937717085947,4.691720264253327
7.0,42.0,0.025785262393697383,1.001824687615469
7.0,65.0,0.08719736198844896,0.28495891068949564
7.0,85.0,0.1374469542209633,1.148398884468092
7.0,56.0,0.5162912084400676,3.982429250354798
7.0,84.0,0.37116898928481246,0.6992557719560927
7.0,81.0,0.3784501269276469,3.189551137715616
7.0,39.0,0.5024445907014143,3.3739382693693383
7.0,45.0,0.8913028940954816,0.30807577587682766
7.0,32.0,0.12624886707648875,3.278309744129619
7.0,50.0,0.4127347105381002,3.335824333588868
7.0,77.0,0.1788782074191152,0.8910093076246439
7.0,48.0,0.8008237908548701,0.9898645998680067
7.0,89.0,0.18189547398919081,3.96439809709332
8.0,28.0,0.09654753922887571,3.960257001055771
8.0,27.0,0.6452348038411198,2.144299903926587
8.0,73.0,0.9042978875220458,2.292189772330137
8.0,38.0,0.4845828846507705,4.809169489847331
8.0,46.0,0.7681891266508162,3.7806119352947185
8.0,63.0,0.7057353282962266,1.5710842015153421
8.0,42.0,0.6785037684601397,1.1764647802956907
8.0,35.0,0.562913736930835,3.4050167940199882
8.0,72.0,0.2442035868730954,1.31663632815181
8.0,66.0,0.803310677647052,0.5178860608025476
8.0,87.0,0.18734110270939308,3.4278193390600102
8.0,53.0,0.5859346939898215,3.376168227047992
8.0,55.0,0.22422933056130856,4.661094180377744
8.0,40.0,0.8746134142822116,1.049047354632624
